DistID,District,Bedrooms,Bathrooms,Price,Size,Url
5,Chamartín,5,6,3900000,412,http://www.idealista.com/36403068
5,Chamartín,5,4,1950000,330,http://www.idealista.com/36077440
4,Salamanca,6,5,1500000,326,http://www.idealista.com/36024309
15,Ciudad Lineal,4,3,800000,180,http://www.idealista.com/36020535
13,Puente de Vallecas,4,2,290000,124,http://www.idealista.com/35857781
16,Hortaleza,6,3,5100000,1000,http://www.idealista.com/35775664
5,Chamartín,6,2,799000,163,http://www.idealista.com/35752916
9,Moncloa,12,8,3600000,1100,http://www.idealista.com/35703234
5,Chamartín,6,5,1890000,476,http://www.idealista.com/35297705
13,Puente de Vallecas,2,1,306500,70,http://www.idealista.com/34387111
7,Chamberí,6,5,2500000,637,http://www.idealista.com/34064629
9,Moncloa,2,2,362000,50,http://www.idealista.com/38967859
7,Chamberí,4,1,216000,86,http://www.idealista.com/38965953
1,Centro,0,1,215000,37,http://www.idealista.com/38961070
7,Chamberí,4,1,216000,87,http://www.idealista.com/38910501
15,Ciudad Lineal,2,1,145000,56,http://www.idealista.com/38867834
10,Latina,2,1,86000,64,http://www.idealista.com/38699310
14,Moratalaz,3,1,153000,80,http://www.idealista.com/38570734
15,Ciudad Lineal,2,2,279000,106,http://www.idealista.com/38515893
2,Arganzuela,3,2,320000,122,http://www.idealista.com/38495234
11,Carabanchel,3,1,117600,84,http://www.idealista.com/38444899
15,Ciudad Lineal,4,1,175000,62,http://www.idealista.com/38300067
4,Salamanca,1,1,525000,89,http://www.idealista.com/38257452
9,Moncloa,3,2,249900,75,http://www.idealista.com/38084815
18,Villa de Vallecas,3,1,64700,49,http://www.idealista.com/37894533
12,Usera,2,1,98000,50,http://www.idealista.com/37847333
11,Carabanchel,2,1,79900,60,http://www.idealista.com/37741361
9,Moncloa,3,2,500000,130,http://www.idealista.com/37544992
2,Arganzuela,3,2,284900,85,http://www.idealista.com/37348834
20,San Blas,3,2,330000,106,http://www.idealista.com/37203549
8,Fuencarral,3,3,495000,240,http://www.idealista.com/35894605
20,San Blas,2,1,145000,67,http://www.idealista.com/38976388
5,Chamartín,4,2,608000,170,http://www.idealista.com/38951031
4,Salamanca,3,2,775000,180,http://www.idealista.com/38934868
21,Barajas,5,4,648000,222,http://www.idealista.com/38912852
1,Centro,2,1,300000,80,http://www.idealista.com/38883061
17,Villaverde,3,2,139000,92,http://www.idealista.com/38859100
20,San Blas,2,2,305000,80,http://www.idealista.com/38828361
7,Chamberí,2,2,365000,77,http://www.idealista.com/38814740
17,Villaverde,3,2,139000,98,http://www.idealista.com/32613174
18,Villa de Vallecas,3,2,235000,94,http://www.idealista.com/38654610
1,Centro,1,1,189000,57,http://www.idealista.com/38641403
9,Moncloa,2,2,423000,100,http://www.idealista.com/38620161
5,Chamartín,2,1,199000,55,http://www.idealista.com/38609781
13,Puente de Vallecas,3,2,167000,102,http://www.idealista.com/38604594
8,Fuencarral,2,2,355000,71,http://www.idealista.com/38598430
11,Carabanchel,3,1,79900,75,http://www.idealista.com/38595428
1,Centro,4,2,565000,152,http://www.idealista.com/38578393
9,Moncloa,4,2,475000,146,http://www.idealista.com/38565829
15,Ciudad Lineal,2,1,159000,70,http://www.idealista.com/38547791
5,Chamartín,1,1,525000,68,http://www.idealista.com/38536072
7,Chamberí,3,2,790000,152,http://www.idealista.com/38533067
12,Usera,3,1,149000,59,http://www.idealista.com/38524018
9,Moncloa,4,1,685000,115,http://www.idealista.com/38482998
13,Puente de Vallecas,2,1,95000,61,http://www.idealista.com/38477541
15,Ciudad Lineal,2,2,385000,113,http://www.idealista.com/38399206
4,Salamanca,3,2,645000,120,http://www.idealista.com/38375369
10,Latina,2,1,75000,47,http://www.idealista.com/38370258
7,Chamberí,6,2,540000,140,http://www.idealista.com/38343600
4,Salamanca,2,1,320000,88,http://www.idealista.com/38190400
20,San Blas,3,2,550000,95,http://www.idealista.com/38146832
1,Centro,3,1,389900,110,http://www.idealista.com/38145111
11,Carabanchel,4,2,178900,114,http://www.idealista.com/38093701
5,Chamartín,5,4,1845000,419,http://www.idealista.com/38079332
4,Salamanca,1,1,320000,49,http://www.idealista.com/38059150
7,Chamberí,3,2,615000,127,http://www.idealista.com/37955357
7,Chamberí,2,1,269000,50,http://www.idealista.com/37816374
4,Salamanca,4,2,470000,150,http://www.idealista.com/37795301
4,Salamanca,5,4,2500000,290,http://www.idealista.com/37779688
12,Usera,3,1,139000,87,http://www.idealista.com/37707588
15,Ciudad Lineal,3,1,150000,58,http://www.idealista.com/37671180
7,Chamberí,6,4,1500000,287,http://www.idealista.com/37650857
11,Carabanchel,4,2,315000,129,http://www.idealista.com/37566890
10,Latina,0,1,98300,61,http://www.idealista.com/37547796
16,Hortaleza,1,1,223900,55,http://www.idealista.com/37516171
12,Usera,2,1,119900,84,http://www.idealista.com/37456344
13,Puente de Vallecas,3,1,89000,78,http://www.idealista.com/37393397
3,Retiro,3,3,1150000,190,http://www.idealista.com/37298418
20,San Blas,6,5,999000,400,http://www.idealista.com/37206764
3,Retiro,2,1,340000,86,http://www.idealista.com/36811684
19,Vicálvaro,4,3,308151,232,http://www.idealista.com/36133764
8,Fuencarral,4,3,710000,241,http://www.idealista.com/35965368
19,Vicálvaro,4,3,349238,236,http://www.idealista.com/35845372
3,Retiro,5,3,1200000,376,http://www.idealista.com/35705660
1,Centro,1,1,400000,104,http://www.idealista.com/31144079
1,Centro,3,2,595000,120,http://www.idealista.com/38924905
16,Hortaleza,5,4,1260000,400,http://www.idealista.com/38799705
16,Hortaleza,5,7,3900000,1250,http://www.idealista.com/38901713
5,Chamartín,5,3,975000,160,http://www.idealista.com/38853900
4,Salamanca,3,1,445000,100,http://www.idealista.com/38787167
3,Retiro,4,2,650000,130,http://www.idealista.com/38765156
1,Centro,1,1,400000,67,http://www.idealista.com/38729586
6,Tetuán,2,1,134000,45,http://www.idealista.com/38720263
5,Chamartín,2,1,310000,88,http://www.idealista.com/38704989
7,Chamberí,1,1,315000,50,http://www.idealista.com/38698876
16,Hortaleza,5,6,2900000,510,http://www.idealista.com/38689613
4,Salamanca,4,5,1900000,377,http://www.idealista.com/38641129
4,Salamanca,5,3,1200000,241,http://www.idealista.com/38640956
5,Chamartín,7,7,2750000,662,http://www.idealista.com/38618728
4,Salamanca,4,4,2590000,245,http://www.idealista.com/38603145
5,Chamartín,5,4,1600000,364,http://www.idealista.com/38483493
7,Chamberí,1,1,170000,30,http://www.idealista.com/38457942
2,Arganzuela,3,1,219000,75,http://www.idealista.com/38430840
4,Salamanca,4,2,770000,175,http://www.idealista.com/38349496
7,Chamberí,4,2,820000,135,http://www.idealista.com/38337715
4,Salamanca,6,2,1350000,232,http://www.idealista.com/38320266
6,Tetuán,3,3,180000,95,http://www.idealista.com/38282550
5,Chamartín,5,3,940000,212,http://www.idealista.com/38168817
5,Chamartín,2,3,995000,130,http://www.idealista.com/38154859
4,Salamanca,5,4,1680000,341,http://www.idealista.com/38004155
4,Salamanca,2,3,1195000,125,http://www.idealista.com/37953088
9,Moncloa,6,2,532000,140,http://www.idealista.com/37795718
12,Usera,3,1,113000,59,http://www.idealista.com/37394765
5,Chamartín,4,4,2500000,420,http://www.idealista.com/36831421
7,Chamberí,1,1,198500,34,http://www.idealista.com/38838481
16,Hortaleza,4,5,748000,300,http://www.idealista.com/38761819
12,Usera,4,2,167000,82,http://www.idealista.com/38648448
6,Tetuán,3,1,245000,80,http://www.idealista.com/38625646
3,Retiro,2,1,225000,46,http://www.idealista.com/38605090
7,Chamberí,4,2,670000,168,http://www.idealista.com/38442756
9,Moncloa,5,5,1298000,420,http://www.idealista.com/38281437
16,Hortaleza,2,1,388000,99,http://www.idealista.com/38268755
15,Ciudad Lineal,2,1,179900,75,http://www.idealista.com/38252839
1,Centro,2,1,318500,86,http://www.idealista.com/38145770
18,Villa de Vallecas,1,1,195000,52,http://www.idealista.com/38103476
3,Retiro,2,1,265000,71,http://www.idealista.com/38021951
21,Barajas,3,2,180000,63,http://www.idealista.com/37733443
21,Barajas,4,4,575000,239,http://www.idealista.com/37691025
4,Salamanca,2,1,320000,68,http://www.idealista.com/37438454
11,Carabanchel,3,1,142000,85,http://www.idealista.com/37284124
20,San Blas,3,3,649500,166,http://www.idealista.com/37089565
1,Centro,2,2,860000,165,http://www.idealista.com/36706213
8,Fuencarral,4,2,390000,140,http://www.idealista.com/35303042
4,Salamanca,8,3,2200000,301,http://www.idealista.com/30148444
6,Tetuán,2,1,139000,65,http://www.idealista.com/38894428
2,Arganzuela,2,2,360000,76,http://www.idealista.com/38886270
11,Carabanchel,1,1,179500,80,http://www.idealista.com/38886269
15,Ciudad Lineal,1,1,280000,53,http://www.idealista.com/38886266
16,Hortaleza,3,2,440000,90,http://www.idealista.com/38878195
16,Hortaleza,3,2,540000,133,http://www.idealista.com/38873730
5,Chamartín,4,2,360000,93,http://www.idealista.com/38870390
4,Salamanca,3,2,690000,100,http://www.idealista.com/38869626
19,Vicálvaro,4,2,250000,128,http://www.idealista.com/38867338
20,San Blas,0,2,174000,60,http://www.idealista.com/38861910
10,Latina,4,2,240000,110,http://www.idealista.com/38860659
4,Salamanca,2,2,599000,133,http://www.idealista.com/38853758
11,Carabanchel,2,1,157000,57,http://www.idealista.com/38853517
10,Latina,4,2,258000,132,http://www.idealista.com/38850434
9,Moncloa,4,6,2595000,600,http://www.idealista.com/38842163
6,Tetuán,1,1,149999,55,http://www.idealista.com/38829569
9,Moncloa,3,1,205000,72,http://www.idealista.com/38821805
14,Moratalaz,1,1,165000,53,http://www.idealista.com/38805347
2,Arganzuela,1,1,250000,57,http://www.idealista.com/38796195
9,Moncloa,8,2,999000,174,http://www.idealista.com/38792259
7,Chamberí,2,1,220000,46,http://www.idealista.com/38748752
4,Salamanca,4,2,470000,149,http://www.idealista.com/38513984
13,Puente de Vallecas,0,1,87000,45,http://www.idealista.com/38510581
11,Carabanchel,2,2,239000,90,http://www.idealista.com/38457204
3,Retiro,5,3,595000,179,http://www.idealista.com/38381424
10,Latina,3,1,215000,85,http://www.idealista.com/38389962
4,Salamanca,2,2,860000,69,http://www.idealista.com/37896455
9,Moncloa,2,2,350000,110,http://www.idealista.com/37491683
16,Hortaleza,6,6,995000,350,http://www.idealista.com/37234388
20,San Blas,2,2,174000,60,http://www.idealista.com/37146466
7,Chamberí,3,3,540000,155,http://www.idealista.com/36823073
15,Ciudad Lineal,4,4,1050000,315,http://www.idealista.com/36821757
20,San Blas,2,1,370000,83,http://www.idealista.com/36740205
8,Fuencarral,5,4,1700000,601,http://www.idealista.com/36653828
5,Chamartín,3,2,475000,98,http://www.idealista.com/35764804
20,San Blas,0,1,160000,42,http://www.idealista.com/34984018
4,Salamanca,2,1,310000,88,http://www.idealista.com/34440855
7,Chamberí,4,3,825000,200,http://www.idealista.com/33654123
5,Chamartín,3,2,760000,119,http://www.idealista.com/38931366
11,Carabanchel,1,1,79999,74,http://www.idealista.com/38900318
7,Chamberí,5,4,1500000,268,http://www.idealista.com/38891355
14,Moratalaz,4,2,399000,128,http://www.idealista.com/38856998
9,Moncloa,10,4,1602161,695,http://www.idealista.com/38839236
15,Ciudad Lineal,2,1,190000,70,http://www.idealista.com/38814460
1,Centro,2,1,345000,64,http://www.idealista.com/38792504
3,Retiro,3,2,350000,105,http://www.idealista.com/38774365
19,Vicálvaro,2,1,127000,60,http://www.idealista.com/38708605
17,Villaverde,3,1,72000,55,http://www.idealista.com/38685368
10,Latina,3,1,169900,78,http://www.idealista.com/38548648
2,Arganzuela,4,2,330000,105,http://www.idealista.com/38519491
9,Moncloa,5,6,1375000,360,http://www.idealista.com/38389388
11,Carabanchel,2,1,107000,67,http://www.idealista.com/38331411
10,Latina,2,1,115000,70,http://www.idealista.com/37819683
4,Salamanca,8,5,675000,289,http://www.idealista.com/37654818
13,Puente de Vallecas,3,1,95000,66,http://www.idealista.com/37620900
5,Chamartín,5,6,1700000,260,http://www.idealista.com/38601940
6,Tetuán,2,1,336000,78,http://www.idealista.com/37336952
3,Retiro,3,1,199000,73,http://www.idealista.com/37094006
21,Barajas,1,1,145000,54,http://www.idealista.com/38970595
9,Moncloa,3,3,495000,159,http://www.idealista.com/38937663
3,Retiro,4,2,375000,112,http://www.idealista.com/38894640
1,Centro,1,1,350000,63,http://www.idealista.com/38866372
4,Salamanca,1,1,360000,155,http://www.idealista.com/38714055
5,Chamartín,2,1,185000,45,http://www.idealista.com/38653958
15,Ciudad Lineal,3,1,143000,80,http://www.idealista.com/38518167
17,Villaverde,3,1,75000,70,http://www.idealista.com/38244653
19,Vicálvaro,3,2,215000,110,http://www.idealista.com/38009155
11,Carabanchel,3,1,155000,90,http://www.idealista.com/37950083
3,Retiro,1,1,185000,40,http://www.idealista.com/37646798
11,Carabanchel,2,1,187500,75,http://www.idealista.com/33268874
13,Puente de Vallecas,4,2,210000,112,http://www.idealista.com/38880351
1,Centro,2,2,890000,104,http://www.idealista.com/38866859
4,Salamanca,3,2,490000,119,http://www.idealista.com/38839945
9,Moncloa,5,5,850000,400,http://www.idealista.com/38777238
5,Chamartín,3,2,1000000,150,http://www.idealista.com/38764529
12,Usera,3,1,120000,96,http://www.idealista.com/38725140
1,Centro,1,1,400000,66,http://www.idealista.com/38339431
15,Ciudad Lineal,4,4,1200000,336,http://www.idealista.com/38646126
1,Centro,1,1,265000,52,http://www.idealista.com/38642121
3,Retiro,3,2,450000,112,http://www.idealista.com/36308372
5,Chamartín,4,3,1150000,230,http://www.idealista.com/36291848
4,Salamanca,4,3,475000,158,http://www.idealista.com/38515927
14,Moratalaz,4,2,250000,113,http://www.idealista.com/38514322
5,Chamartín,2,1,1150000,175,http://www.idealista.com/38511421
3,Retiro,1,1,310000,75,http://www.idealista.com/27192562
6,Tetuán,4,3,669000,200,http://www.idealista.com/38451620
5,Chamartín,4,3,900000,186,http://www.idealista.com/38402483
1,Centro,3,3,1050000,163,http://www.idealista.com/38370011
5,Chamartín,2,3,900000,150,http://www.idealista.com/38321939
12,Usera,2,1,109900,60,http://www.idealista.com/38220528
5,Chamartín,0,1,295000,50,http://www.idealista.com/38130213
4,Salamanca,8,4,975000,275,http://www.idealista.com/38009466
7,Chamberí,3,2,650000,145,http://www.idealista.com/37967495
11,Carabanchel,2,1,115000,55,http://www.idealista.com/37873658
16,Hortaleza,11,8,3500000,1600,http://www.idealista.com/37668984
8,Fuencarral,1,1,239000,72,http://www.idealista.com/37607042
1,Centro,2,2,570000,122,http://www.idealista.com/36762644
4,Salamanca,5,5,2800000,460,http://www.idealista.com/35466510
5,Chamartín,6,7,5500000,600,http://www.idealista.com/32330439
1,Centro,3,1,450000,110,http://www.idealista.com/30659673
5,Chamartín,9,2,1800000,418,http://www.idealista.com/28613654
9,Moncloa,4,2,578000,162,http://www.idealista.com/38913297
5,Chamartín,5,3,860000,212,http://www.idealista.com/38910921
7,Chamberí,4,3,649000,168,http://www.idealista.com/38895304
4,Salamanca,4,1,550000,120,http://www.idealista.com/38843288
2,Arganzuela,2,1,250000,71,http://www.idealista.com/38741006
1,Centro,2,1,530000,130,http://www.idealista.com/38680947
7,Chamberí,1,1,178000,38,http://www.idealista.com/38679457
10,Latina,3,2,214900,85,http://www.idealista.com/38674297
11,Carabanchel,3,1,149500,85,http://www.idealista.com/38605605
5,Chamartín,3,1,350000,90,http://www.idealista.com/38376057
11,Carabanchel,3,1,195000,87,http://www.idealista.com/38298568
7,Chamberí,5,4,3000000,385,http://www.idealista.com/38257791
9,Moncloa,7,8,2500000,1387,http://www.idealista.com/37681795
3,Retiro,5,3,1500000,250,http://www.idealista.com/37477783
9,Moncloa,4,5,1690000,600,http://www.idealista.com/37461801
9,Moncloa,4,5,1690000,600,http://www.idealista.com/37461683
1,Centro,2,3,895000,165,http://www.idealista.com/36206659
13,Puente de Vallecas,2,1,104000,66,http://www.idealista.com/35604900
9,Moncloa,4,3,1550000,388,http://www.idealista.com/32343668
11,Carabanchel,3,2,420000,165,http://www.idealista.com/29324369
9,Moncloa,3,2,1300000,300,http://www.idealista.com/25588911
15,Ciudad Lineal,2,1,139000,64,http://www.idealista.com/38906525
13,Puente de Vallecas,3,1,82000,55,http://www.idealista.com/38879578
13,Puente de Vallecas,3,2,180000,111,http://www.idealista.com/38877399
13,Puente de Vallecas,2,1,97000,56,http://www.idealista.com/38858202
13,Puente de Vallecas,3,1,128470,94,http://www.idealista.com/38850959
19,Vicálvaro,4,2,268000,110,http://www.idealista.com/38839819
5,Chamartín,2,2,595000,127,http://www.idealista.com/38814486
2,Arganzuela,4,3,539000,217,http://www.idealista.com/38759212
7,Chamberí,3,1,519999,100,http://www.idealista.com/38773913
15,Ciudad Lineal,4,2,260000,105,http://www.idealista.com/38773853
20,San Blas,3,1,105000,60,http://www.idealista.com/38765380
20,San Blas,3,1,135000,58,http://www.idealista.com/38697315
10,Latina,2,1,127000,67,http://www.idealista.com/38602927
10,Latina,3,1,149000,82,http://www.idealista.com/38602860
11,Carabanchel,2,1,116000,70,http://www.idealista.com/38602557
9,Moncloa,3,2,669000,135,http://www.idealista.com/38574497
9,Moncloa,3,2,669000,135,http://www.idealista.com/38574463
1,Centro,1,1,350000,50,http://www.idealista.com/38569194
13,Puente de Vallecas,3,1,79000,56,http://www.idealista.com/38541889
2,Arganzuela,4,2,375000,110,http://www.idealista.com/38539650
6,Tetuán,0,1,195000,40,http://www.idealista.com/38534572
17,Villaverde,3,2,135000,97,http://www.idealista.com/38528747
9,Moncloa,4,3,717522,169,http://www.idealista.com/37371191
5,Chamartín,6,3,3000000,522,http://www.idealista.com/38461544
3,Retiro,5,5,1195000,286,http://www.idealista.com/38440403
19,Vicálvaro,3,1,150000,71,http://www.idealista.com/38391149
6,Tetuán,4,5,1400000,208,http://www.idealista.com/38352293
9,Moncloa,3,3,700000,144,http://www.idealista.com/38313387
20,San Blas,1,1,159800,51,http://www.idealista.com/38274877
19,Vicálvaro,3,1,125000,72,http://www.idealista.com/38229343
13,Puente de Vallecas,3,1,127260,83,http://www.idealista.com/38152841
4,Salamanca,1,1,210000,51,http://www.idealista.com/38147680
20,San Blas,4,1,145000,84,http://www.idealista.com/38142367
7,Chamberí,2,2,530000,95,http://www.idealista.com/38136853
9,Moncloa,6,5,950000,469,http://www.idealista.com/38136160
4,Salamanca,2,2,1350000,153,http://www.idealista.com/38071053
2,Arganzuela,1,1,250000,60,http://www.idealista.com/38054732
5,Chamartín,2,1,199000,41,http://www.idealista.com/38040940
1,Centro,3,1,445500,113,http://www.idealista.com/37987780
4,Salamanca,2,1,210000,61,http://www.idealista.com/37967916
12,Usera,3,1,150000,93,http://www.idealista.com/37963870
5,Chamartín,3,2,450000,142,http://www.idealista.com/37807063
10,Latina,2,2,249000,100,http://www.idealista.com/37795610
5,Chamartín,4,3,1580000,255,http://www.idealista.com/37759092
10,Latina,2,1,130000,74,http://www.idealista.com/37751033
6,Tetuán,4,3,695000,170,http://www.idealista.com/37637748
5,Chamartín,4,2,1390000,290,http://www.idealista.com/37581715
20,San Blas,4,1,155000,84,http://www.idealista.com/37581517
5,Chamartín,4,3,820000,300,http://www.idealista.com/37564711
4,Salamanca,4,3,1150000,193,http://www.idealista.com/37514801
3,Retiro,4,2,480000,152,http://www.idealista.com/37460148
16,Hortaleza,1,1,148000,47,http://www.idealista.com/37322088
4,Salamanca,4,3,3300000,411,http://www.idealista.com/37237633
9,Moncloa,4,3,845000,140,http://www.idealista.com/37234348
12,Usera,3,2,234000,110,http://www.idealista.com/36852288
5,Chamartín,4,3,850000,170,http://www.idealista.com/36269833
5,Chamartín,3,3,680000,136,http://www.idealista.com/36269525
9,Moncloa,6,4,499000,209,http://www.idealista.com/36159565
3,Retiro,4,4,1650000,169,http://www.idealista.com/35793440
11,Carabanchel,1,1,111000,62,http://www.idealista.com/34653047
15,Ciudad Lineal,4,4,1050000,329,http://www.idealista.com/33978925
4,Salamanca,5,5,1950000,492,http://www.idealista.com/32568265
5,Chamartín,2,2,750000,160,http://www.idealista.com/32186763
1,Centro,2,2,460000,80,http://www.idealista.com/38881074
14,Moratalaz,4,2,150000,87,http://www.idealista.com/38840301
7,Chamberí,4,1,615000,134,http://www.idealista.com/38795423
3,Retiro,3,2,350000,88,http://www.idealista.com/38754186
2,Arganzuela,3,1,225000,61,http://www.idealista.com/38693564
6,Tetuán,3,1,410000,80,http://www.idealista.com/38658226
16,Hortaleza,7,7,2900000,560,http://www.idealista.com/38644997
14,Moratalaz,3,2,306000,100,http://www.idealista.com/38485311
3,Retiro,6,4,1200000,245,http://www.idealista.com/38233881
1,Centro,2,2,559999,121,http://www.idealista.com/38197882
15,Ciudad Lineal,4,3,845000,200,http://www.idealista.com/35214918
5,Chamartín,0,4,1900000,460,http://www.idealista.com/30500740
4,Salamanca,4,2,860000,179,http://www.idealista.com/38879503
15,Ciudad Lineal,3,1,170000,76,http://www.idealista.com/38554323
6,Tetuán,4,1,259995,100,http://www.idealista.com/38472605
15,Ciudad Lineal,3,1,130000,60,http://www.idealista.com/38190422
17,Villaverde,2,1,85900,56,http://www.idealista.com/38046374
9,Moncloa,1,1,310000,65,http://www.idealista.com/37684465
9,Moncloa,1,1,374000,60,http://www.idealista.com/37664676
1,Centro,4,4,1200000,381,http://www.idealista.com/37338939
5,Chamartín,4,3,790000,198,http://www.idealista.com/35979862
6,Tetuán,1,1,139000,55,http://www.idealista.com/34860396
13,Puente de Vallecas,1,1,135000,56,http://www.idealista.com/34351525
1,Centro,5,4,2700000,406,http://www.idealista.com/30543697
6,Tetuán,0,1,125000,61,http://www.idealista.com/38037762
6,Tetuán,2,1,259000,79,http://www.idealista.com/38888526
15,Ciudad Lineal,2,1,182500,66,http://www.idealista.com/38773435
4,Salamanca,3,2,620000,111,http://www.idealista.com/38656929
4,Salamanca,1,1,224000,33,http://www.idealista.com/38475625
9,Moncloa,5,2,1290000,600,http://www.idealista.com/38400607
16,Hortaleza,3,2,406500,110,http://www.idealista.com/38366769
12,Usera,3,1,139000,72,http://www.idealista.com/38282008
19,Vicálvaro,3,2,252000,106,http://www.idealista.com/38253558
16,Hortaleza,1,1,180000,96,http://www.idealista.com/38201412
6,Tetuán,7,5,1100000,330,http://www.idealista.com/38043352
5,Chamartín,5,4,1695000,260,http://www.idealista.com/38039659
18,Villa de Vallecas,3,1,129700,70,http://www.idealista.com/38026591
1,Centro,4,2,990000,167,http://www.idealista.com/31903296
6,Tetuán,4,2,820000,225,http://www.idealista.com/37294141
5,Chamartín,4,5,1400000,208,http://www.idealista.com/37244741
16,Hortaleza,6,5,2700000,700,http://www.idealista.com/37211002
11,Carabanchel,2,1,94000,65,http://www.idealista.com/30441599
5,Chamartín,8,6,2595000,512,http://www.idealista.com/37069472
12,Usera,2,1,95000,85,http://www.idealista.com/36569764
7,Chamberí,4,3,940000,170,http://www.idealista.com/35834963
5,Chamartín,4,4,1325000,240,http://www.idealista.com/35559339
6,Tetuán,4,2,560000,110,http://www.idealista.com/33191624
4,Salamanca,3,2,475000,116,http://www.idealista.com/31796446
12,Usera,3,1,126000,70,http://www.idealista.com/38920143
12,Usera,2,1,155000,85,http://www.idealista.com/38882589
13,Puente de Vallecas,3,1,80000,63,http://www.idealista.com/38882532
13,Puente de Vallecas,1,1,105000,68,http://www.idealista.com/38882527
13,Puente de Vallecas,2,1,70000,52,http://www.idealista.com/38882525
6,Tetuán,1,1,90000,36,http://www.idealista.com/38882518
10,Latina,1,1,153000,62,http://www.idealista.com/38816916
11,Carabanchel,3,1,109000,81,http://www.idealista.com/38816913
15,Ciudad Lineal,4,4,898000,284,http://www.idealista.com/38701432
10,Latina,3,1,105000,82,http://www.idealista.com/38685365
17,Villaverde,2,1,85000,40,http://www.idealista.com/38685360
6,Tetuán,3,1,105000,62,http://www.idealista.com/38685352
17,Villaverde,3,1,75000,67,http://www.idealista.com/38685346
7,Chamberí,4,3,630000,186,http://www.idealista.com/38617380
5,Chamartín,3,2,595000,122,http://www.idealista.com/38607106
9,Moncloa,3,2,596000,250,http://www.idealista.com/38552659
13,Puente de Vallecas,2,1,91000,57,http://www.idealista.com/38506124
7,Chamberí,3,2,619000,125,http://www.idealista.com/38424722
8,Fuencarral,3,2,439500,110,http://www.idealista.com/38378021
13,Puente de Vallecas,4,2,130000,119,http://www.idealista.com/38353494
5,Chamartín,3,3,870000,156,http://www.idealista.com/38279493
4,Salamanca,5,3,1300000,170,http://www.idealista.com/38250787
15,Ciudad Lineal,3,1,159000,70,http://www.idealista.com/37980070
20,San Blas,3,2,198000,85,http://www.idealista.com/37906727
7,Chamberí,3,2,515000,85,http://www.idealista.com/37678932
13,Puente de Vallecas,3,1,148000,92,http://www.idealista.com/37565137
13,Puente de Vallecas,2,1,120000,59,http://www.idealista.com/37456938
16,Hortaleza,3,1,215000,90,http://www.idealista.com/37069148
1,Centro,3,3,1050000,190,http://www.idealista.com/36329597
19,Vicálvaro,3,1,105000,60,http://www.idealista.com/36181384
5,Chamartín,1,1,285000,56,http://www.idealista.com/38968319
20,San Blas,2,1,86000,65,http://www.idealista.com/38647262
15,Ciudad Lineal,3,1,109900,67,http://www.idealista.com/38621979
2,Arganzuela,2,1,120000,35,http://www.idealista.com/38535557
13,Puente de Vallecas,2,1,88470,69,http://www.idealista.com/38524966
20,San Blas,3,1,128000,64,http://www.idealista.com/38383759
4,Salamanca,5,5,2600000,432,http://www.idealista.com/38371963
1,Centro,1,1,155000,25,http://www.idealista.com/38355075
19,Vicálvaro,3,2,268000,112,http://www.idealista.com/38345718
9,Moncloa,1,1,265000,55,http://www.idealista.com/38343186
5,Chamartín,1,1,310000,68,http://www.idealista.com/38333206
1,Centro,1,1,115000,24,http://www.idealista.com/38314468
15,Ciudad Lineal,3,1,159000,61,http://www.idealista.com/38233372
18,Villa de Vallecas,3,2,310000,110,http://www.idealista.com/38194421
20,San Blas,1,1,110000,45,http://www.idealista.com/38163702
10,Latina,3,1,140000,80,http://www.idealista.com/38048594
10,Latina,2,2,129000,65,http://www.idealista.com/38025424
7,Chamberí,2,1,380000,77,http://www.idealista.com/38023878
20,San Blas,1,1,77000,55,http://www.idealista.com/37889520
19,Vicálvaro,3,2,230000,115,http://www.idealista.com/37881504
19,Vicálvaro,2,1,98000,65,http://www.idealista.com/37710227
19,Vicálvaro,3,3,215000,110,http://www.idealista.com/37594594
14,Moratalaz,3,1,119000,63,http://www.idealista.com/37395569
14,Moratalaz,3,1,150000,63,http://www.idealista.com/37330500
4,Salamanca,3,3,1200000,173,http://www.idealista.com/37281298
15,Ciudad Lineal,2,1,107000,76,http://www.idealista.com/37250954
19,Vicálvaro,2,1,79900,65,http://www.idealista.com/37027751
13,Puente de Vallecas,4,2,195000,101,http://www.idealista.com/36825777
14,Moratalaz,4,2,138000,70,http://www.idealista.com/36616129
14,Moratalaz,3,2,325000,90,http://www.idealista.com/36135189
15,Ciudad Lineal,3,1,135000,80,http://www.idealista.com/36134105
14,Moratalaz,2,1,153000,72,http://www.idealista.com/35710756
20,San Blas,1,1,163000,53,http://www.idealista.com/33223813
20,San Blas,3,1,81999,60,http://www.idealista.com/35019209
9,Moncloa,3,2,595000,142,http://www.idealista.com/33107578
5,Chamartín,6,3,900000,200,http://www.idealista.com/38940947
2,Arganzuela,2,1,380000,101,http://www.idealista.com/38620378
18,Villa de Vallecas,3,2,210000,110,http://www.idealista.com/38406211
8,Fuencarral,3,1,282000,90,http://www.idealista.com/34981834
2,Arganzuela,3,2,440000,108,http://www.idealista.com/38376690
4,Salamanca,4,2,750000,194,http://www.idealista.com/38369824
10,Latina,3,1,160000,75,http://www.idealista.com/38368835
16,Hortaleza,4,3,954000,238,http://www.idealista.com/38345712
3,Retiro,3,2,360000,105,http://www.idealista.com/38321257
5,Chamartín,5,5,1590000,500,http://www.idealista.com/38311927
